民進黨-基隆市-信義區-孝賢里,390
國民黨-基隆市-信義區-孝賢里,745
親民黨-基隆市-信義區-孝賢里,48
無效票-基隆市-信義區-孝賢里,5
已領未投-基隆市-信義區-孝賢里,0
未領票-基隆市-信義區-孝賢里,443
民進黨-基隆市-信義區-孝賢里,296
國民黨-基隆市-信義區-孝賢里,675
親民黨-基隆市-信義區-孝賢里,49
無效票-基隆市-信義區-孝賢里,5
已領未投-基隆市-信義區-孝賢里,1
未領票-基隆市-信義區-孝賢里,313
民進黨-基隆市-信義區-孝忠里,458
國民黨-基隆市-信義區-孝忠里,1043
親民黨-基隆市-信義區-孝忠里,57
無效票-基隆市-信義區-孝忠里,6
已領未投-基隆市-信義區-孝忠里,0
未領票-基隆市-信義區-孝忠里,470
民進黨-基隆市-信義區-孝忠里,422
國民黨-基隆市-信義區-孝忠里,826
親民黨-基隆市-信義區-孝忠里,46
無效票-基隆市-信義區-孝忠里,2
已領未投-基隆市-信義區-孝忠里,0
未領票-基隆市-信義區-孝忠里,601
民進黨-基隆市-信義區-孝忠里,315
國民黨-基隆市-信義區-孝忠里,605
親民黨-基隆市-信義區-孝忠里,56
無效票-基隆市-信義區-孝忠里,7
已領未投-基隆市-信義區-孝忠里,0
未領票-基隆市-信義區-孝忠里,380
民進黨-基隆市-信義區-孝德里,529
國民黨-基隆市-信義區-孝德里,923
親民黨-基隆市-信義區-孝德里,66
無效票-基隆市-信義區-孝德里,7
已領未投-基隆市-信義區-孝德里,0
未領票-基隆市-信義區-孝德里,755
民進黨-基隆市-信義區-孝深里,369
國民黨-基隆市-信義區-孝深里,544
親民黨-基隆市-信義區-孝深里,51
無效票-基隆市-信義區-孝深里,7
已領未投-基隆市-信義區-孝深里,0
未領票-基隆市-信義區-孝深里,471
民進黨-基隆市-信義區-孝深里,312
國民黨-基隆市-信義區-孝深里,628
親民黨-基隆市-信義區-孝深里,35
無效票-基隆市-信義區-孝深里,8
已領未投-基隆市-信義區-孝深里,0
未領票-基隆市-信義區-孝深里,482
民進黨-基隆市-信義區-孝岡里,266
國民黨-基隆市-信義區-孝岡里,468
親民黨-基隆市-信義區-孝岡里,36
無效票-基隆市-信義區-孝岡里,7
已領未投-基隆市-信義區-孝岡里,0
未領票-基隆市-信義區-孝岡里,359
民進黨-基隆市-仁愛區-林泉里,554
國民黨-基隆市-仁愛區-林泉里,709
親民黨-基隆市-仁愛區-林泉里,44
無效票-基隆市-仁愛區-林泉里,16
已領未投-基隆市-仁愛區-林泉里,0
未領票-基隆市-仁愛區-林泉里,588
民進黨-基隆市-仁愛區-花崗里,324
國民黨-基隆市-仁愛區-花崗里,500
親民黨-基隆市-仁愛區-花崗里,19
無效票-基隆市-仁愛區-花崗里,4
已領未投-基隆市-仁愛區-花崗里,0
未領票-基隆市-仁愛區-花崗里,306
民進黨-基隆市-仁愛區-虹橋里,469
國民黨-基隆市-仁愛區-虹橋里,720
親民黨-基隆市-仁愛區-虹橋里,21
無效票-基隆市-仁愛區-虹橋里,7
已領未投-基隆市-仁愛區-虹橋里,0
未領票-基隆市-仁愛區-虹橋里,441
民進黨-基隆市-仁愛區-水錦里,500
國民黨-基隆市-仁愛區-水錦里,861
親民黨-基隆市-仁愛區-水錦里,44
無效票-基隆市-仁愛區-水錦里,9
已領未投-基隆市-仁愛區-水錦里,0
未領票-基隆市-仁愛區-水錦里,505
民進黨-基隆市-仁愛區-智仁里,365
國民黨-基隆市-仁愛區-智仁里,598
親民黨-基隆市-仁愛區-智仁里,30
無效票-基隆市-仁愛區-智仁里,9
已領未投-基隆市-仁愛區-智仁里,0
未領票-基隆市-仁愛區-智仁里,322
民進黨-基隆市-仁愛區-智仁里,316
國民黨-基隆市-仁愛區-智仁里,513
親民黨-基隆市-仁愛區-智仁里,31
無效票-基隆市-仁愛區-智仁里,6
已領未投-基隆市-仁愛區-智仁里,0
未領票-基隆市-仁愛區-智仁里,305
民進黨-基隆市-仁愛區-和明里,407
國民黨-基隆市-仁愛區-和明里,773
親民黨-基隆市-仁愛區-和明里,44
無效票-基隆市-仁愛區-和明里,4
已領未投-基隆市-仁愛區-和明里,0
未領票-基隆市-仁愛區-和明里,454
民進黨-基隆市-仁愛區-忠勇里,338
國民黨-基隆市-仁愛區-忠勇里,389
親民黨-基隆市-仁愛區-忠勇里,29
無效票-基隆市-仁愛區-忠勇里,5
已領未投-基隆市-仁愛區-忠勇里,0
未領票-基隆市-仁愛區-忠勇里,290
民進黨-基隆市-仁愛區-玉田里,344
國民黨-基隆市-仁愛區-玉田里,456
親民黨-基隆市-仁愛區-玉田里,22
無效票-基隆市-仁愛區-玉田里,4
已領未投-基隆市-仁愛區-玉田里,0
未領票-基隆市-仁愛區-玉田里,259
民進黨-基隆市-仁愛區-仁德里,330
國民黨-基隆市-仁愛區-仁德里,348
親民黨-基隆市-仁愛區-仁德里,15
無效票-基隆市-仁愛區-仁德里,2
已領未投-基隆市-仁愛區-仁德里,0
未領票-基隆市-仁愛區-仁德里,230
民進黨-基隆市-仁愛區-博愛里,346
國民黨-基隆市-仁愛區-博愛里,447
親民黨-基隆市-仁愛區-博愛里,26
無效票-基隆市-仁愛區-博愛里,6
已領未投-基隆市-仁愛區-博愛里,0
未領票-基隆市-仁愛區-博愛里,253
民進黨-基隆市-仁愛區-博愛里,153
國民黨-基隆市-仁愛區-博愛里,204
親民黨-基隆市-仁愛區-博愛里,5
無效票-基隆市-仁愛區-博愛里,2
已領未投-基隆市-仁愛區-博愛里,0
未領票-基隆市-仁愛區-博愛里,113
民進黨-基隆市-仁愛區-福仁里,254
國民黨-基隆市-仁愛區-福仁里,297
親民黨-基隆市-仁愛區-福仁里,20
無效票-基隆市-仁愛區-福仁里,4
已領未投-基隆市-仁愛區-福仁里,0
未領票-基隆市-仁愛區-福仁里,234
民進黨-基隆市-仁愛區-誠仁里,331
國民黨-基隆市-仁愛區-誠仁里,372
親民黨-基隆市-仁愛區-誠仁里,23
無效票-基隆市-仁愛區-誠仁里,2
已領未投-基隆市-仁愛區-誠仁里,0
未領票-基隆市-仁愛區-誠仁里,281
民進黨-基隆市-仁愛區-吉仁里,449
國民黨-基隆市-仁愛區-吉仁里,476
親民黨-基隆市-仁愛區-吉仁里,34
無效票-基隆市-仁愛區-吉仁里,6
已領未投-基隆市-仁愛區-吉仁里,0
未領票-基隆市-仁愛區-吉仁里,362
民進黨-基隆市-仁愛區-吉仁里,378
國民黨-基隆市-仁愛區-吉仁里,472
親民黨-基隆市-仁愛區-吉仁里,44
無效票-基隆市-仁愛區-吉仁里,6
已領未投-基隆市-仁愛區-吉仁里,0
未領票-基隆市-仁愛區-吉仁里,437
民進黨-基隆市-仁愛區-育仁里,100
國民黨-基隆市-仁愛區-育仁里,62
親民黨-基隆市-仁愛區-育仁里,4
無效票-基隆市-仁愛區-育仁里,1
已領未投-基隆市-仁愛區-育仁里,0
未領票-基隆市-仁愛區-育仁里,76
民進黨-基隆市-仁愛區-育仁里,165
